rotten_tomatoes_link,critic_name,top_critic,publisher_name,review_type,review_score,review_date,review_content,movie_title,movie_info,critics_consensus,content_rating,genres,directors,authors,actors,original_release_date,streaming_release_date,runtime,production_company,tomatometer_status,tomatometer_rating,tomatometer_count,audience_status,audience_rating,audience_count,tomatometer_top_critics_count,tomatometer_fresh_critics_count,tomatometer_rotten_critics_count,drama_or_comedy
m/8_heads_in_a_duffel_bag,Roger Ebert,True,Chicago Sun-Times,Rotten,2/4,2000-01-01,"[8 Heads in a Duffel Bag] takes a lot of chances, and if they'd all worked it might have been a great comedy... But it doesn't scale those heights. It stops at the foothills, and only Pesci continues, climbing on alone.",8 Heads in a Duffel Bag,"Mafioso Tommy (Joe Pesci) is transporting eight severed heads of recently executed rival mobsters to San Diego. When his duffel bag is mixed up with that of medical student Charlie (Andy Comeau), Tommy tracks down Charlie's friends Ernie (David Spade) and Steve (Todd Louiso). After kidnapping them, he goes after Charlie, who is vacationing in Mexico with his fiancée, Laurie (Kristy Swanson), and her hostile parents. Before Tommy can intervene, Laurie's mother (Dyan Cannon) finds the heads.",,R,Comedy,Tom Schulman,Tom Schulman,"Joe Pesci, Andy Comeau, Kristy Swanson, David Spade, George Hamilton, Dyan Cannon, Todd Louiso, Anthony Mangano, Joe Basile, Ernestine Mercer, Frank Roman, Howard George, Tom Platz, Endre Hules, Calvin Levels, John Zurlo, Roger Cobra, Jeff Sanders, Ric Sarabia, Tony Montero, Michael Groh, Wendy Clifford, Matthew Fonda, Michael A. Nickles, Suzanne Krull, Miguel Pérez, John Webber, Eduardo Ricard, Sally Colon, Irene Olga Lopez, Charles Martínez, Glenn Taranto, Bart Braverman, Phillip Suriano, Ellis Williams, Horacio LeDon, Joe Xavier Rodriguez, Darius Anderson",1997-04-18,2017-04-01,95.0,Orion Home Video,Rotten,11.0,19.0,Spilled,34.0,21302.0,4,2,17,Comedy
m/billys_hollywood_screen_kiss,Roger Ebert,True,Chicago Sun-Times,Rotten,2/4,2000-01-01,"""Billy's Hollywood Screen Kiss"" seems besotted by its sexuality, and wouldn't be able to pass this test: Would the film be interesting if it were about heteros?",Billy's Hollywood Screen Kiss,"Billy Collier (Sean P. Hayes) is a photographer working on a series of pictures featuring recreations of movie kisses, with drag queens playing the female roles. For his male model, he hires Gabriel (Brad Rowe), a young waiter on whom he has developed a serious crush. While Billy is openly gay, Gabriel says that he is straight and even claims to have a girlfriend. However, as they spend more time together and grow closer, Billy becomes increasingly unsure that this is true.","Insubstantial yet charming, Billy's Hollywood Screen Kiss tells a love story that's as rooted in classic Hollywood as it is in timely themes.",R,"Comedy, Romance",Tommy O'Haver,Tommy O'Haver,"Sean Hayes, Brad Rowe, Meredith Scott Lynn, Richard Ganoung, Armando Valdes-Kennedy, Paul Bartel, Matthew Ashford, Christopher Bradley, Carmine Giovinazzo, Holly Woodlawn, Robbie Cain",1998-07-24,2016-10-01,92.0,Trimark Pictures,Fresh,78.0,23.0,Upright,64.0,2879.0,6,18,5,Comedy
m/eating_raoul,Roger Ebert,True,Chicago Sun-Times,Rotten,2/4,2004-10-23,"Problem is, it's so laid-back it eventually gets monotonous. If the style and pacing had been as outrageous as the subject matter, we might have had something really amazing here.",Eating Raoul,"The absurd Blands (Paul Bartel, Mary Woronov) lure swingers home to be conked by a skillet, robbed and removed by Raoul (Robert Beltran).",Eating Raoul serves up its spectacularly lurid tale with a healthy heaping of pitch-black humor and anarchic vigor.,R,"Comedy, Cult Movies",Paul Bartel,"Paul Bartel, Richard Blackburn","Paul Bartel, Mary Woronov, Robert Beltran, Susan Saiger, Buck Henry, Richard Paul, Ed Begley Jr., Dan Barrows, Dick Blackburn, Ralph Brannen, Hamilton Camp, John Paragon, Edie McClurg, Mark Woods, Allan Rich, Don Steele, Billy Curtis, Darcy Pulliam, Arlene Harris, Anna Mathias, John Shearin, Garry Goodrow, Darcy Pullian, Rick Waln, Robert V. Barron, Myron Meisel, Carol Bahoric",1982-09-24,2017-05-22,83.0,Criterion Collection,Fresh,86.0,21.0,Upright,72.0,5430.0,2,18,3,Comedy
m/newlyweds,Roger Ebert,True,Chicago Sun-Times,Rotten,2/4,2012-01-12,It has both the charms and the shortcomings of the indie fringe.,Newlyweds,A newlywed couple's honeymoon turns upside down when their sisters show up unexpectedly.,,R,Comedy,Edward Burns,Edward Burns,"Edward Burns, Kerry Bishé, Marsha Dietlein, Caitlin FitzGerald, John Solo, Dara Coleman, Max Baker",2012-01-11,2015-11-25,95.0,Phase 4 Films,Fresh,73.0,11.0,Spilled,53.0,920.0,3,8,3,Comedy
m/bad_teacher,Roger Ebert,True,Chicago Sun-Times,Rotten,2/4,2011-06-24,"""Bad Teacher"" immediately brings ""Bad Santa"" to mind and suffers by the comparison.",Bad Teacher,"For most, teaching is an honorable profession -- except for Elizabeth (Cameron Diaz). The foul-mouthed, boozy woman can't wait to marry a rich man and quit her job, but she has to rethink her plans when her sugar daddy dumps her. Then Scott Delacorte (Justin Timberlake), a substitute teacher who's cute and rich, arrives. Elizabeth can't wait to sink her teeth into a new meal ticket, but she faces stiff competition from Amy (Lucy Punch), a popular and perky colleague.","In spite of a promising concept and a charmingly brazen performance from Cameron Diaz, Bad Teacher is never as funny as it should be.",R,Comedy,Jake Kasdan,"Lee Eisenberg, Jake Kasdan, Gene Stupnitsky","Cameron Diaz, Justin Timberlake, Jason Segel, Lucy Punch, John Michael Higgins, Molly Shannon, Dave Allen, Eric Stonestreet, Phyllis Smith, Jillian Armenante, Matthew J. Evans, Kaitlyn Dever, Kathryn Newton, Igal Ben Yair, Aja Bair, Andra Nechita, Noah Munck, Finneas O'Connel, Daniel Castro (X), Kali Turner, Thomas Lennon, Paul Bates, Jeff Judah, Nat Faxon, Stephanie Faracy, David Paymer, Alanna Ubach, Sarah Christine Smith, Paul Feig, Deirdre Lovejoy, Melvin Mar, Rose Abdoo, Jerry Lambert, Jennifer Irwin, Christopher Rockwell, David Doty, Rick Overton, Danny Trap, Matt Besser, Lee Eisenberg, Bruno Gioiello, Jordan Van Vranken",2011-06-24,2013-05-07,92.0,Sony Pictures,Rotten,44.0,189.0,Spilled,36.0,84915.0,47,84,105,Comedy
m/baseketball,Roger Ebert,True,Chicago Sun-Times,Rotten,1.5/4,2000-01-01,It's not very funny and tries to buy laughs with puerile shocks.,BASEketball,"When slacker friends Joe Cooper (Trey Parker) and Doug Remer (Matt Stone) are challenged to a pickup basketball game against some jocks, they counter by proposing to play a game they learned called ""BASEketball,"" which combines basketball and baseball. In reality, they are improvising all of the rules, but somehow the sport becomes a hit. A promoter (Ernest Borgnine) forms a popular league, but after his death a rival owner (Robert Vaughn) wants to change the rules to increase profits.","Baseketball isn't just a succession of fouls thanks to the comedic zip of David Zucker's direction, but sophomoric gags and a lack of performance hustle by Trey Parker and Matt Stone makes this satire a clumsy bunt.",R,Comedy,David Zucker,"Robert LoCash, David Zucker, Lewis Friedman, Jeff Wright","Trey Parker, Matt Stone, Yasmine Bleeth, Jenny McCarthy, Robert Vaughn, Ernest Borgnine, Dian Bachar, Bob Costas, Al Michaels, Trevor Einhorn, Kareem Abdul-Jabbar, Shawn David Berchlin, Dale Earnhardt Sr., Jim Boensch, Stephan Desjardins, Julie Dolan, Isabella Popa, C.B. Spencer, Nancy Ann Bates, Kelli Camarina, Brooke Morales, Reggie Jackson, Dan Patrick, Kenny Mayne, Tim McCarver, Pat O'Brien, Jim Lampley, Victoria Silvstedt, Justin Chapman, Matthew Murray, Marc Goodson, Matt Sloan, Peter Navy Tuiasosopo, Greg Grunberg, Michael Garvey, Paul Michael Robinson, Kevin Michael Richardson, Micah McCain, Cory Oliver, Keith Gibbs, Jayme Gallante, Francis X. McCarthy, Blair Besten, Stanley G. Sawickik, Kato Kaelin, Stephen McHattie, Robert Stack, Alma Avery",1998-07-31,2012-06-15,103.0,Universal Pictures,Rotten,42.0,52.0,Upright,74.0,196388.0,14,22,30,Comedy
m/dirty_love,Roger Ebert,True,Chicago Sun-Times,Rotten,0/4,2005-09-22,"Here is a film so pitiful, it doesn't rise to the level of badness. It is hopelessly incompetent.",Dirty Love,"The klutzy yet stunning Rebecca Sommers (Jenny McCarthy) walks in on her hunky boyfriend in bed with another woman. They break up and Rebecca starts to fall apart, but, with the help of her close girlfriends, she begins to date again. Unfortunately, the men she meets all happen to be crazy. John (Eddie Kaye Thomas), her dorky guy friend, tries to express his secret love for Rebecca, but she's too busy to notice as she tries to come to terms with her breakup.",The laugh-free Dirty Love is a comedy dead zone -- it's aggressively crude and shoddily constructed.,R,Comedy,John Asher,Jenny McCarthy,"Jenny McCarthy, Carmen Electra, Eddie Kaye Thomas, Kathy Griffin, Kam Heskin, Victor Webster, Lochlyn Munro, Guillermo Díaz, Jessica Collins, David O'Donnell, Judith Benezra, David Zappone, Elena Lyons, Noah Harpster, Ingrid Rogers, Drea de Matteo, Teddy Lane Jr., Renee Albert, Frank Alvarez, Tiffany Baumann, Cris Borgnine, Colby Donaldson, Forbes March, Amy McCarthy, Joyce Bulifant, Coyote Shivers, Rob Steiner, Elvis Strange",2005-09-23,2017-05-22,91.0,First Look,Rotten,6.0,31.0,Upright,68.0,13719.0,11,2,29,Comedy
m/frogs_for_snakes,Roger Ebert,True,Chicago Sun-Times,Rotten,0/4,2000-01-01,"Not a film so much as a filmed idea. That could be interesting, but alas it is a very bad idea.",Frogs for Snakes,A loan shark (Robbie Coltrane) promises his actress/waitress/collector (Barbara Hershey) spouse that she can be a housewife after one final job.,,R,"Action & Adventure, Comedy, Mystery & Suspense",Amos Poe,Amos Poe,"Robbie Coltrane, Barbara Hershey, Harry Hamlin, Debi Mazar, John Leguizamo, Ian Hart, Lisa Marie, Ron Perlman, Clarence Williams III, Zak Kerkoulas, Justin Theroux, David Deblinger, Sabrina Passuntino, Nick Chinlund, Mike Starr, Taylor Mead",1999-05-21,2016-09-01,115.0,TSG Pictures,Rotten,27.0,11.0,Spilled,18.0,317.0,3,3,8,Comedy
m/1196557-my_name_is_bruce,Roger Ebert,True,Chicago Sun-Times,Rotten,2/4,2008-11-28,Low midrange in the Master's oeuvre.,My Name Is Bruce,"B-movie horror star Bruce Campbell (himself) spends most of his time wisecracking with his agent (Ted Raimi), drunk dialing his ex-wife (Ellen Sandweiss) or dealing with the occasional singing prostitute (Janelle Farber). But then he's kidnapped by teenage fans in Oregon who think ""Evil Dead"" hero Campbell can help fight off a real-life monster. Campbell finds himself battling a dragon and trying to make a good impression on a teen's pretty mother, not necessarily in that order.","My Name Is Bruce succeeds or fails based entirely upon the viewer's opinion of Bruce Campbell, an unreasonable burden for even the most accomplished actor.",R,"Comedy, Horror",Bruce Campbell,Mark Verheiden,"Adam Boyd, Bruce Campbell, Janelle Farber, Kieran Henthorn, Mike Estes, Taylor Sharpe, Grace Thorsen, Tim Quill, Ted Raimi, Jamie Peck, Dan Hicks, Ben McCain, Ellen Sandweiss, Logan Martin, Ali Akay, Ariel Badenhop, Kurt Rauf, Mike Kallio",2007-09-30,2017-05-12,86.0,Image Entertainment,Rotten,38.0,39.0,Spilled,48.0,8599.0,12,15,24,Comedy
m/rushmore,Roger Ebert,True,Chicago Sun-Times,Rotten,2.5/4,2000-01-01,"[Rushmore is] structured like a comedy, but there are undertones of darker themes, and I almost wish they'd allowed the plot to lead them into those shadows.",Rushmore,"When a beautiful first-grade teacher (Olivia Williams) arrives at a prep school, she soon attracts the attention of an ambitious teenager named Max (Jason Schwartzman), who quickly falls in love with her. Max turns to the father (Bill Murray) of two of his schoolmates for advice on how to woo the teacher. However, the situation soon gets complicated when Max's new friend becomes involved with her, setting the two pals against one another in a war for her attention.","This cult favorite is a quirky coming of age story, with fine, off-kilter performances from Jason Schwartzman and Bill Murray.",R,Comedy,Wes Anderson,"Wes Anderson, Owen Wilson","Jason Schwartzman, Bill Murray, Olivia Williams, Brian Cox, Seymour Cassel, Mason Gamble, Sara Tanaka, Stephen McCole, Luke Wilson, Deepak Pallana, Andrew Wilson, Marietta Marich, Ronnie McCawley, Keith McCawley, Hae Joon Lee, Adebayo Asabi, Connie Nielsen, Al Fielder, Colin Platt, George Farish, Francis Fernandez, McCauley Penderdast, Eric Bennett Weems, Dalton Tomlin, Wallace Wolodarsky, Kim Terry, Ella Pryor, Paul Schiff, Antoni Scarana, Brian Tenenbaum, Thayer McClanahan, Patricia Winkler, Manning Mott, J.J. Stonebraker, Donny Caicedo, Ali Ktiri, Michael Maggart, Robbie Lee, Morgan Redmond, Ed Geldart, David Moritz, J.J. Killalea, William Lau, Lucille Sadikin, Steve Eckelman, Eric Chase Anderson, Danny Fine, Kyle Ryan Urquhart, Kumar Pallana, Stephen Dignan",1998-09-17,2014-08-30,93.0,Touchstone Pictures,Certified-Fresh,89.0,103.0,Upright,91.0,186157.0,28,92,11,Comedy
m/south_park_bigger_longer_and_uncut,Roger Ebert,True,Chicago Sun-Times,Rotten,2.5/4,2000-01-01,"A lot of the movie offended me. Some of it amazed me. It is too long and runs out of steam, but it serves as a signpost for our troubled times.","South Park: Bigger, Longer & Uncut","In this feature film based on the hit animated series, the third graders of South Park sneak into an R-rated film by ultra-vulgar Canadian television personalities Terrance (Matt Stone) and Phillip (Trey Parker), and emerge with expanded vocabularies that leave their parents and teachers scandalized. When outraged Americans try to censor the film, the controversy becomes a call to war with Canada, and Terrance and Phillip end up on death row -- with only the kids left to save them.",Its jokes are profoundly bold and rude but incredibly funny at the same time.,R,"Animation, Comedy, Musical & Performing Arts, Special Interest",Trey Parker,"Trey Parker, Matt Stone, Pam Brady","Matt Stone, Mary Kay Bergman, Trey Parker, Dave Foley, Minnie Driver, Eric Idle, Brent Spiner, George Clooney, Isaac Hayes",1999-06-30,2013-08-01,80.0,Paramount Pictures,Certified-Fresh,80.0,95.0,Upright,88.0,415685.0,26,76,19,Comedy
m/french_twist,Roger Ebert,True,Chicago Sun-Times,Rotten,1.5/4,2000-01-01,"Set aside the subject matter, and French Twist is as simple, as moronic and as uninteresting as the American ""dumb and dumber"" movies.",French Twist (Gazon maudit),"Laurent (Alain Chabat) is a married businessman who has no qualms over stepping outside his marriage, believing his wife, Loli (Victoria Abril), is fine being none the wiser. While he has one fling after another, Loli takes care of their house and children -- but this pattern is about to change. One day, a van breaks down outside their house, bringing Marijo (Josiane Balasko), a lesbian DJ, into their lives. As it turns out, Loli takes a liking to Marijo and starts an affair of her own.",,R,"Art House & International, Comedy",Josiane Balasko,"Patrick Aubree, Josiane Balasko, Telsche Boorman","Victoria Abril, Alain Chabat, Josiane Balasko, Ticky Holgado, Catherine Hiegel, Catherine Lachens, Miguel Bosé, Michèle Bernier, Catherine Samie, Telsche Boorman, Katrine Boorman, Véronique Barrault, Sylvie Audcoeur, Maureen Diot",1995-01-18,2016-03-22,108.0,Canal +,Rotten,55.0,11.0,Upright,62.0,2257.0,5,6,5,Comedy
m/safe_men,Roger Ebert,True,Chicago Sun-Times,Rotten,1/4,2000-01-01,"Safe Men whirls wildly from one bright idea to the next, trying to find a combo that will hold the movie together. No luck.",Safe Men,"Sam (Sam Rockwell) and Eddie (Steve Zahn) are just a couple of clueless, untalented singers. But, when they are mistaken for a pair of safecracking geniuses by a mobster named Veal Chop (Paul Giamatti), they are unwittingly sucked into a life of crime. Though they have no idea what they are doing, Sam and Eddie have no choice but to go along with the Mafia's orders and break into three safes. Things get even more complicated when Sam falls for the daughter of one of their robbery victims.",,R,"Action & Adventure, Comedy",John Hamburg,John Hamburg,"Sam Rockwell, Steve Zahn, Paul Giamatti, Harvey Fierstein, Christina Kirk, Michael Lerner, Mark Ruffalo, Josh Pais, Michael Schmidt, Mark Shanahan, Raymond Serra, Ray Iannicelli, Jacob Reynolds, Peter Dinklage, Michael Showalter, Adam Morenoff, John Tormey, Don Picard, Carl Don, Allen Swift, John Hamburg, Ali Marsh, Emily Dara Doubilet, Sidney Zubrow, Mr. Blue, Ellen M. Hauptman, Dee Dee Friedman, Seth Herzog, Richard Bolster, Brian L. Mullen, Ian Helfer",1998-08-07,2017-02-14,94.0,Universal Pictures,Rotten,57.0,21.0,Spilled,54.0,2628.0,4,12,9,Comedy
m/see_no_evil_hear_no_evil,Roger Ebert,True,Chicago Sun-Times,Rotten,1.5/4,2000-01-01,"The possibilities for visual comedy with this idea are seemingly endless, but the movie chooses instead to plug the characters into a dumb plot about industrial espionage.","See No Evil, Hear No Evil","Wally Karue (Richard Pryor) is a blind man looking for a job. Dave Lyons (Gene Wilder) is a deaf man who runs a newsstand. When Dave hires Wally, he never imagines they'll have to work together to survive. After a murder occurs at their newsstand, they figure out who the killer is with their collective senses -- but the investigating detective (Alan North) pegs them as the main suspects. When the real killer (Joan Severance) returns to cover her tracks, the two must really cooperate to live.","A film whose title offers words to live by as well as a warning, See No Evil, Hear No Evil proves that even a brilliant comedy duo can team up for an unfunny dud.",R,"Action & Adventure, Comedy, Mystery & Suspense",Arthur Hiller,"Earl Barret, Arne Sultan, Eliot Wald, Gene Wilder, Andrew Kurtzman, Marvin Worth","Richard Pryor, Gene Wilder, Joan Severance, Kevin Spacey, Alan North, Anthony Zerbe, Louis Giambalvo, Kirsten Childs, Hardy Rawls, Audrie J. Neenan, Lauren Tom, John Capodice, George Bartenieff, Alexandra Neil, Tonya Pinkins, Bernie McInerney, Keith Langsdale, Jamie de Roy, Mary Kay Adams, Alan Pottinger, Bill Luhrs, Lisby Larson, Doug Yasuda, James Pyduck, Michael John McGann, Edward James Hyland, Thom Curley, John Ring, George 'Buck' Flower, Phil Goodbody, George Harris, Zach Grenier, Joe Viviani, Alice Spivak, Mark Smaltz, Shiek Mahmud-Bey, Joel Sweto, Joel Swetow, Jane Connell, Rico Elias, Pirie MacDonald, Manuel Santiago, Harry Madsen, Tom Kubiak, Cynthia Lopez",1989-05-12,2012-04-16,103.0,Sony Pictures Home Entertainment,Rotten,28.0,29.0,Upright,72.0,47910.0,10,8,21,Comedy
m/ringmaster,Roger Ebert,True,Chicago Sun-Times,Rotten,2/4,2000-01-01,"You'd expect this material to be dealt with in a careless and seamy way, but Ringmaster is a better movie than I expected.",Ringmaster,"Jerry Farrelly (Jerry Springer) hosts a controversial talk show where guests with lurid lives confront each other. After Connie (Molly Hagan) finds her daughter, Angel (Jaime Pressly), sleeping with stepfather, Rusty (Michael Dudikoff), the three are flown to Los Angeles for the program. Starletta (Wendy Raquel Robinson), her boyfriend, Demond (Michael Jai White), and the three women he's been cheating on her with also arrive for the episode. Soon, shameless Demond starts chasing after Angel.","A crude, idiotic mess of a film.",R,Comedy,Neil Abramson,Jon Bernstein,"Jerry Springer, Jaime Pressly, William McNamara, Molly Hagan, Wendy Raquel Robinson, Michael Dudikoff, Ashley Holbrook, Michael Jai White, Tangie Ambrose, Nicki Micheaux, John Capodice, Krista Tesreau, Dawn Maxey, Maximilliana, Jerry Giles, Jason Lewis, Reamy Hall, Thea Vidale, Korrine St. Onge, M.C. Gainey, Robert H. Harvey, Roxanne Enright, Conrad Goode, Rebecca Broussard, Kimberly Pullis, Ron Orbach, Lucia Sullivan, Nicole Richard, Joel Farar, Frank Woods, Vanessa De La Rocha, Randall Kirby, Peter Renaday, Steve Staley, Christina Challey, Diane Michelle, Angie Harper, Seth Isler, Karl Iglesias, Sharon Houston, Marietta Sirleaf",1998-11-25,2015-09-19,90.0,Artisan Entertainment,Rotten,21.0,24.0,Spilled,18.0,3906.0,4,5,19,Comedy
